# Legacy path<TAB>canonical replacement path. These routes came from the prior blog/CMS.
/blog/0aj444mmj1-why-i-started-using-the-pnl-app-and-stop	/blog/trading-psychology/why-i-started-using-the-pnl-app/
/blog/2p96xvxh31-why-winning-is-the-most-dangerous-thing	/blog/trading-psychology/why-winning-is-the-most-dangerous-thing-in-trading/
/blog/738efjnkr1-why-youre-losing-the-1-trading-mistake-y	/blog/trading-psychology/why-youre-losing-number-one-trading-mistake/
/blog/7r2117a1r1-strategy-isnt-your-problem-and-you-proba	/blog/trading-psychology/strategy-isnt-your-problem/
/blog/85mg6g6d61-the-market-doesnt-reward-excitement-it-r	/blog/trading-psychology/market-doesnt-reward-excitement-rewards-boring-discipline/
/blog/eom21p7c71-a-surprise-history-lesson-the-1-tax-that	/blog/trading-psychology/surprise-history-lesson-one-percent-tax/
/blog/ftbc0ceso1-the-trader-who-blamed-the-whales-stop-bl	/blog/trading-psychology/trader-who-blamed-the-whales/
/blog/r3xe4ogrp1-the-one-tool-that-changed-how-i-trade-it	/blog/trading-psychology/one-tool-that-changed-how-i-trade/
/blog/pnl-app-trading-guides-free-preview-practice-tests	/blog/education/pnl-app-trading-guides-free-preview-practice-tests/
/blog/egria5s1g1-when-war-starts-the-oil-market-is-alread	/blog/education/when-war-starts-oil-market-is-already-moving/
/privatetradingclub	/community-narratives/
/main	/
